iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SUR,South America,Suriname,5/19/2022,80240,232,33.143,1339,2,0.286,129828.524,375.377,53.625,2166.505,3.236,0.462,0.94,,,,,,,,,,,,,54,0.088,,,tests performed,,,,,,14,,,,,23,6,0.001,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/20/2022,80240,0,33.143,1339,0,0.286,129828.524,0,53.625,2166.505,0,0.462,0.95,,,,,,,,,,,,,54,0.088,,,tests performed,,,,,,14,,,,,23,6,0.001,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/21/2022,80240,0,33.143,1339,0,0.286,129828.524,0,53.625,2166.505,0,0.462,0.96,,,,,,,,,,,,,53,0.086,,,tests performed,,,,,,14,,,,,23,6,0.001,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/22/2022,80240,0,33.143,1339,0,0.286,129828.524,0,53.625,2166.505,0,0.462,0.97,,,,,,,,,,,,,53,0.086,,,tests performed,,,,,,14,,,,,23,6,0.001,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/23/2022,80240,0,33.143,1339,0,0.286,129828.524,0,53.625,2166.505,0,0.462,0.98,,,,,,,,,,,,,52,0.085,,,tests performed,505699,267820,237879,48889,,14,81.82,43.33,38.49,7.91,23,6,0.001,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/24/2022,80240,0,33.143,1339,0,0.286,129828.524,0,53.625,2166.505,0,0.462,0.99,,,,,,,,,,,,,52,0.085,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/25/2022,80240,0,33.143,1339,0,0.286,129828.524,0,53.625,2166.505,0,0.462,1,,,,,,,,,83312,358,135.912,0.584,51,0.083,0.462,2.2,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/26/2022,80416,176,25.143,1341,2,0.286,130113.293,284.768,40.681,2169.741,3.236,0.462,1,,,,,,,,,,,,,48,0.078,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/27/2022,80416,0,25.143,1341,0,0.286,130113.293,0,40.681,2169.741,0,0.462,1.01,,,,,,,,,,,,,45,0.073,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/28/2022,80416,0,25.143,1341,0,0.286,130113.293,0,40.681,2169.741,0,0.462,1.01,,,,,,,,,,,,,43,0.07,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/29/2022,80416,0,25.143,1341,0,0.286,130113.293,0,40.681,2169.741,0,0.462,1.03,,,,,,,,,,,,,40,0.065,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/30/2022,80416,0,25.143,1341,0,0.286,130113.293,0,40.681,2169.741,0,0.462,1.04,,,,,,,,,,,,,37,0.06,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,5/31/2022,80416,0,25.143,1341,0,0.286,130113.293,0,40.681,2169.741,0,0.462,1.05,,,,,,,,,,,,,34,0.055,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/1/2022,80416,0,25.143,1341,0,0.286,130113.293,0,40.681,2169.741,0,0.462,1.07,,,,,,,,,,,,,31,0.051,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/2/2022,80547,131,18.714,1350,9,1.286,130325.251,211.958,30.28,2184.303,14.562,2.08,1.08,,,,,,,,,83563,251,136.322,0.409,31,0.051,0.475,2.1,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/3/2022,80547,0,18.714,1350,0,1.286,130325.251,0,30.28,2184.303,0,2.08,1.1,,,,,,,,,,,,,33,0.054,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/4/2022,80547,0,18.714,1350,0,1.286,130325.251,0,30.28,2184.303,0,2.08,1.12,,,,,,,,,,,,,35,0.057,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/5/2022,80547,0,18.714,1350,0,1.286,130325.251,0,30.28,2184.303,0,2.08,1.15,,,,,,,,,,,,,36,0.059,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/6/2022,80547,0,18.714,1350,0,1.286,130325.251,0,30.28,2184.303,0,2.08,1.18,,,,,,,,,,,,,38,0.062,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/7/2022,80547,0,18.714,1350,0,1.286,130325.251,0,30.28,2184.303,0,2.08,1.21,,,,,,,,,,,,,40,0.065,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/8/2022,80547,0,18.714,1350,0,1.286,130325.251,0,30.28,2184.303,0,2.08,1.19,,,,,,,,,83821,258,136.743,0.421,41,0.067,0.494,2,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/9/2022,80673,126,18,1352,2,0.286,130529.119,203.868,29.124,2187.539,3.236,0.462,1.16,,,,,,,,,,,,,41,0.067,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/10/2022,80673,0,18,1352,0,0.286,130529.119,0,29.124,2187.539,0,0.462,1.14,,,,,,,,,,,,,39,0.064,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/11/2022,80673,0,18,1352,0,0.286,130529.119,0,29.124,2187.539,0,0.462,1.12,,,,,,,,,,,,,37,0.06,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/12/2022,80673,0,18,1352,0,0.286,130529.119,0,29.124,2187.539,0,0.462,1.11,,,,,,,,,,,,,35,0.057,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/13/2022,80673,0,18,1352,0,0.286,130529.119,0,29.124,2187.539,0,0.462,1.11,,,,,,,,,,,,,32,0.052,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/14/2022,80673,0,18,1352,0,0.286,130529.119,0,29.124,2187.539,0,0.462,1.1,,,,,,,,,,,,,30,0.049,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/15/2022,80673,0,18,1352,0,0.286,130529.119,0,29.124,2187.539,0,0.462,1.07,,,,,,,,,84019,198,137.066,0.323,28,0.046,0.508,2,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/16/2022,80766,93,13.286,1355,3,0.429,130679.593,150.474,21.496,2192.393,4.854,0.693,1.04,,,,,,,,,,,,,28,0.046,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/17/2022,80766,0,13.286,1355,0,0.429,130679.593,0,21.496,2192.393,0,0.693,1.01,,,,,,,,,,,,,27,0.044,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/18/2022,80766,0,13.286,1355,0,0.429,130679.593,0,21.496,2192.393,0,0.693,0.99,,,,,,,,,,,,,26,0.042,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/19/2022,80766,0,13.286,1355,0,0.429,130679.593,0,21.496,2192.393,0,0.693,0.96,,,,,,,,,,,,,26,0.042,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/20/2022,80766,0,13.286,1355,0,0.429,130679.593,0,21.496,2192.393,0,0.693,0.94,,,,,,,,,,,,,25,0.041,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/21/2022,80766,0,13.286,1355,0,0.429,130679.593,0,21.496,2192.393,0,0.693,0.91,,,,,,,,,,,,,24,0.039,,,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/22/2022,80766,0,13.286,1355,0,0.429,130679.593,0,21.496,2192.393,0,0.693,0.93,,,,,,,,,84184,165,137.335,0.269,24,0.039,0.491,2,tests performed,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/23/2022,80817,51,7.286,1359,4,0.571,130762.112,82.518,11.788,2198.865,6.472,0.925,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/24/2022,80817,0,7.286,1359,0,0.571,130762.112,0,11.788,2198.865,0,0.925,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/25/2022,80817,0,7.286,1359,0,0.571,130762.112,0,11.788,2198.865,0,0.925,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/26/2022,80817,0,7.286,1359,0,0.571,130762.112,0,11.788,2198.865,0,0.925,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/27/2022,80817,0,7.286,1359,0,0.571,130762.112,0,11.788,2198.865,0,0.925,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/28/2022,80817,0,7.286,1359,0,0.571,130762.112,0,11.788,2198.865,0,0.925,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/29/2022,80817,0,7.286,1359,0,0.571,130762.112,0,11.788,2198.865,0,0.925,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,6/30/2022,80864,47,6.714,1369,10,1.429,130838.158,76.046,10.864,2215.045,16.18,2.311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/1/2022,80864,0,6.714,1369,0,1.429,130838.158,0,10.864,2215.045,0,2.311,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/2/2022,80864,0,6.714,1369,0,1.429,130838.158,0,10.864,2215.045,0,2.311,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/3/2022,80864,0,6.714,1369,0,1.429,130838.158,0,10.864,2215.045,0,2.311,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/4/2022,80864,0,6.714,1369,0,1.429,130838.158,0,10.864,2215.045,0,2.311,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/5/2022,80864,0,6.714,1369,0,1.429,130838.158,0,10.864,2215.045,0,2.311,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/6/2022,80864,0,6.714,1369,0,1.429,130838.158,0,10.864,2215.045,0,2.311,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/7/2022,80890,26,3.714,1376,7,1,130880.226,42.068,6.01,2226.371,11.326,1.618,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/8/2022,80890,0,3.714,1376,0,1,130880.226,0,6.01,2226.371,0,1.618,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/9/2022,80890,0,3.714,1376,0,1,130880.226,0,6.01,2226.371,0,1.618,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/10/2022,80890,0,3.714,1376,0,1,130880.226,0,6.01,2226.371,0,1.618,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/11/2022,80890,0,3.714,1376,0,1,130880.226,0,6.01,2226.371,0,1.618,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/12/2022,80890,0,3.714,1376,0,1,130880.226,0,6.01,2226.371,0,1.618,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/13/2022,80890,0,3.714,1376,0,1,130880.226,0,6.01,2226.371,0,1.618,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/14/2022,80919,29,4.143,1377,1,0.143,130927.148,46.922,6.703,2227.99,1.618,0.231,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/15/2022,80919,0,4.143,1377,0,0.143,130927.148,0,6.703,2227.99,0,0.231,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/16/2022,80919,0,4.143,1377,0,0.143,130927.148,0,6.703,2227.99,0,0.231,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/17/2022,80919,0,4.143,1377,0,0.143,130927.148,0,6.703,2227.99,0,0.231,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/18/2022,80919,0,4.143,1377,0,0.143,130927.148,0,6.703,2227.99,0,0.231,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/19/2022,80919,0,4.143,1377,0,0.143,130927.148,0,6.703,2227.99,0,0.231,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/20/2022,80919,0,4.143,1377,0,0.143,130927.148,0,6.703,2227.99,0,0.231,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/21/2022,80949,30,4.286,1379,2,0.286,130975.688,48.54,6.934,2231.226,3.236,0.462,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/22/2022,80949,0,4.286,1379,0,0.286,130975.688,0,6.934,2231.226,0,0.462,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/23/2022,80949,0,4.286,1379,0,0.286,130975.688,0,6.934,2231.226,0,0.462,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/24/2022,80949,0,4.286,1379,0,0.286,130975.688,0,6.934,2231.226,0,0.462,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/25/2022,80949,0,4.286,1379,0,0.286,130975.688,0,6.934,2231.226,0,0.462,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/26/2022,80949,0,4.286,1379,0,0.286,130975.688,0,6.934,2231.226,0,0.462,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/27/2022,80949,0,4.286,1379,0,0.286,130975.688,0,6.934,2231.226,0,0.462,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/28/2022,80966,17,2.429,1380,1,0.143,131003.194,27.506,3.929,2232.844,1.618,0.231,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/29/2022,80966,0,2.429,1380,0,0.143,131003.194,0,3.929,2232.844,0,0.231,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/30/2022,80966,0,2.429,1380,0,0.143,131003.194,0,3.929,2232.844,0,0.231,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,7/31/2022,80966,0,2.429,1380,0,0.143,131003.194,0,3.929,2232.844,0,0.231,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,8/1/2022,80966,0,2.429,1380,0,0.143,131003.194,0,3.929,2232.844,0,0.231,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,8/2/2022,80966,0,2.429,1380,0,0.143,131003.194,0,3.929,2232.844,0,0.231,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,8/3/2022,80966,0,2.429,1380,0,0.143,131003.194,0,3.929,2232.844,0,0.231,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,8/4/2022,80982,16,2.286,1380,0,0,131029.082,25.888,3.698,2232.844,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,8/5/2022,80982,0,2.286,1380,0,0,131029.082,0,3.698,2232.844,0,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,8/6/2022,80982,0,2.286,1380,0,0,131029.082,0,3.698,2232.844,0,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,8/7/2022,80982,0,2.286,1380,0,0,131029.082,0,3.698,2232.844,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
SUR,South America,Suriname,8/8/2022,80982,0,2.286,1380,0,0,131029.082,0,3.698,2232.844,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,618046,,,,
